census_tract;bbl;address;lot;building;entire_vacant;num_floors;num_residential;num_commercial;sealed;sealedtype;possible_vacant;damage_;rent_or_sale;contact_info;construction;occupation;park_use;num_park_floors;cnc_ou_br;num_floors_nc;num_commercial_nc;num_residential_nc;contact_info_nc;num_floors_ic;num_commercial_ic;num_residential_ic;luxury;rent_or_sale_ic;contact_info_ic;obs
441;3033190025;322 MENAHAN STREET;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
441;3033190027;326 MENAHAN STREET;;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;
441;3033100021;330 BLEEKER STREET;;;;;;;;;;;;;;;;;1;5;;5;OWNER 330 BLEEKER LLC # 9176733156;;;;;;;
441;3033010017;1436 GREENE AVENUE;;;;;;;;;;;;;;;;;2;4;;4;MIKEN GROUP CORP.;;;;;;;
441;3033010023;1448 GREENE AVENUE;;;;;;;;;;;;;;;;;2;3;;3;;;;;;;;
441;3033200007;267 WYCKOFF AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;3033200006;269 WYCKOFF AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;3033200005;271 WYCKOFF AVENUE;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;3032590049;303 STANHOPE STREET;;2;;;;;;;;;;;;;;;1;4;;;Bryan Anderson, Focus Construction Group;;;;;;;
443;3032590010;290 STOCKHOLM STREET;;2;2;3;;;2;;;;;;1;;;;;;;;;;;;;;;NYC Department of Building Work Permit. Broken windows, wires hanging, windows open, entrance is chained 
443;3032590011;296 STOCKHOLM STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;Looks like someone uses this space to park their car, but there is lots of other junk inside
443;3032590008;171 IRVING AVENUE;;2;1;2;;;1;2;;2;2;2;;2;;;;;;;;;;;;;;
443;3032700037;142 WYCKOFF AVENUE;;2;1;;;;;;;;;;;;;;2;;;4;Friedrich;;;;;;;
443;3032710047;377 HIMROD STREET;;2;;3;;;2;;2;;1;Apri Jet Reality Corp. 718-388-2186;2;2;;;;;;;;;;;;;;
443;3032710012;346 STANHOPE STREET;;2;;3;;;2;2;;;1;Corcoran Group Real Estate (718 422 2587);;;1;;;;;;;;;;;;;"""Wycoff Parking INC. $12 all day Parking"""
443;3032700024;343 HIMROD STREET;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;3032800021;330 HIMROD STREET;1;4;1;4;;;1;2;;;2;;2;2;;;;;;;;;;;;;;"""330 Security Bag Co. Inc"" (sign on building)"
443;3032800031;146 WYCKOFF AVENUE;1;;;;;;;;;;1;NYC Work Permit Department Building-Issued to Moses Ostreicher (Business: Power Framing Structure);;;;;;;;;;;;;;;;
443;3032800008;203 IRVING AVENUE;;3;2;3;2;1;1;5;;;1;"Medical Professional Retail: For Rent, Buy, Owner"" 718 381 4333";;;;;;;;;;;;;;;;
443;3032700054;285 HIMROD STREET;;2;1;3;;;1;2;;3;1;"NYC Work Permit Department of Buildings"" & ""NYC: Stop Work Order""";1;2;;;;;;;;;;;;;;
443;3032810014;374 HARMAN STREET;;2;;;;;;;;;;;;;;;2;4;;;Zenco Group Corp;;;;;;;
443;3032800054;373 HARMAN STREET;2;;;;;;;;;;1;"""For Sale By Owner: 12,500 Square Feet"" (#:516 779 1106)";;;1;;;;;;;;;;;;;
443;3032710018;360 STANHOPE STREET;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;"""Private Property"" Sign. Parking lot across the street from the hospital"
443;3032900010;362 Harman St;1;;;;;;;;;;;;;;;;;;;;Owner: Allan Home Improvement;;;;;;;
443;3032710050;HIMROD STREET;1;;;;;;;;;;;;;;;;;;;;Owner: Teresa Graffagnino;;;;;;;
445;3032100022;1282 Willoughby Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Parking and Trucking for factory on other side
445;3032110017;1344 Willoughby Avenue;;;1;3;;;;;;;1;;;;;;2;3;;;Ridgewood Bushwick Senior Citizens Council;;;;;;;NYC DOB Work Permit
445;3032100031;52 Wyckoff Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;FILCO Carting, Parking
445;3032370022;936 Hart Street;;;;;;;;;;;;;;;1;;;;;;;;;;;;;"""Public Parking"""
445;3032100048;371 Suydam;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
445;3032100051;349 Suydam;;;;4;;;;;;;;;;;;;;;;;;4;;4;1;1;718-834-0770 getz.cdi@verizon.net;
445;3032370016;918 Hart Street;;;;2;2;;;;;;;;;;;;2;;;2;;;;;;2;;
445;3032220001;97 Wyckoff Avenue;;;2;;;;;;;;;;;;;;;;;;;4;;;;1;5 Boroughs Commercial Real Estate;
445;3032230002;97 St Nicholas Avenue;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;Sideyard? partly paved partly green
445;3032230001;99 St Nicholas Avenue;;3;1;2;1;1;;;;;1;tom@uscraneriggingllc.com;;;;;;;;;;;;;;;;New York Hoist?
445;3032390003;115 St Nicholas Avenue;;2;2;3;2;1;;;1;;;;1;;;;;;;;;;;;;;;LAA permit, LMA permit, DOB St Nicholas Medical x on windows
445;3032370049;1585 Dekalb Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Lai shung kwok revocable trust
445;3032480022;1600 Dekalb Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1600 Dekalb Associate Inc
445;3032370027;950 Hart Street;;;;3;;;;;;;;;;;;;;;;;;3;;3;1;1;Corcoran Group Real Estate 212-941-2546;
445;3032210031;70 Wyckoff Street;;;;4;;;;;;;;;1;;;;;;;;;4;;4;1;;;scaffolding
445;3032370041;1609 Dekalb Avenue;;;;3;;;;;;;1;718-386-3666 917-304-3955;;;;;;;;;;3;;3;;1;MELA BURHAN 718-386-3666 917-304-3955;might be 1615, no BBL
445;3032480017;1578 Dekalb Avenue;2;;;;;;;;;;;;;;;;;;;;;;;;;;;In use for Parking
445;3032480012;1562 Dekalb Avenue;;;;1;;;1;3;;;;;;1;1;1;;;;;;;;;;;;Radmila Rajkov
445;3032370051;1581 Dekalb Avenue;;;;1;;;;;;;;;;;;;;;;;;1;;;;;Brooklyn Bow Wow;1327 Greene Avenue LLC
445;3032480055;295 Stockholm Street;;;1;3;;;;;;;;;1;;;;1;;;;Gagliard Consulting Corp;;;;;;;NYC DOB Work Permit
445;3032480011;1560 Dekalb Avenue;;;1;3;;;;;;;;;1;;;;2;;;3;Ridgewood Bushwick Senior Citizens Council;;;;;;;
445;3032480051;303 Stockholm Street;;1;1;1;;1;1;2;;;;;2;2;;;;;;;;;;;;;;
445;3032490012;1638 Dekalb Avenue;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;
445;3032480007;1556 Dekalb Avenue;;1;;1;;;;;1;2;;;;;;;;;;;;;;;;;;Old Imperial Theater Imperial 1544 LLC
447;3031770001;19 Wyckoff Avenue;;4;1;1;;;1;1;;3;2;;1;;;;;;;;;;;;;;;NYC DOB Work Permit
447;3031780030;449 Troutman Street;;;;1;;;;;;;;;;;;;2;;;;Montana Trail House�completed by now;;;;;;;
447;3031760044;385 Troutman Street;;;;;;;;;;;2;;;;;;;;;;;4;4;;;;;BushBurg
447;3031780030;449-465 Troutman Street;;;1;;;;;;;;1;CRI FASI Real Estate;;;;;2;4;1;3;CRI FASI Real Estate;;;;;;;
447;3031760052;370-371 Troutman Street;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;370 empty and clean 371 parking and trash
447;3031760023;390-396 Jefferson Street;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Storage, Garbage, Parking
447;3032010014;330 Starr Street;;;1;3;;;;;;;;;;;;;2;;;;;;;;;;;NYC DOB Work Permit, Noise Variance, Late Hours Permit
447;3031780020;476 Jefferson Street;;2;;;;;;;;;1;;;;;;;;;;;4;;;;;;Nooklyn.com
447;3032010011;326 Starr Street;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Lot shared with building
447;3032010043;1383 Willoughby Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Lot shared with building
447;3031760032;402-408 Jefferson Street;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Parking in 406-402, Industry in 408
447;3031880137;2 Wyckoff Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Trash and Playground and Parking
447;3031890001;35 Wyckoff Avenue;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;Lumber storage, parking, and informal flea market
447;3032000001;41-49 Wyckoff Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Not 49 Wyckoff! Lot behind it!  Parking!
447;3031780006;1274 Flushing Avenue;;2;1;1;;;1;2;;2;1;Pinnacle Realty;2;2;;;;;;;;;;;;;;2011 NYC DOB Work Permits BBL for 7 St. Nicholas
447;3031990016;214 Starr Street;;;;3;;;;;;;;;;;;;1;;1;2;;;;;;;;May Day
447;3031680014;1250 Flushing Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
447;3031990054;1249 Willoughby Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;Easy Fat Trading, parking in back only
447;3031780017;15 Scott Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
447;3031880002;65 Irving Avenue;;3;2;3;1;2;2;;;;1;Nooklyn;2;2;;;;;;;;;;;;;;
447;3031670026;1182 Flushing Avenue;;4;;;;;;;;;;;;;;;;;;;;;;;;;;ESPERANZA TPT HOUSING DEVELOPMENT FUND
447;3031760041;12 Wyckoff Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
447;3031770003;15 Wyckoff Avenue;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
447;3031770004;9-11 Wyckoff Avenue;;4;1;4;;;1;;;;1;718-433-1118;;;;;;;;;;;;;;;;
447;3031890025;34 St Nicholas Avenue;;2;1;2;;;;;;;1;Beutel;;;;;;;;;;;;;;;;
447;3031990034;38-40 Wyckoff Avenue;;4;1;1;;;;;;;1;Diana+Yuras Real Estate;;;;;;;;;;;;;;;;
447;3031890020;24 St Nicholas Avenue;;;;3;;;;;;;;;;;;;2;;1;2;;;;;;;;ESPERANZA TPT HOUSING DEVELOPMENT FUND
447;3031890027;40 St Nicholas Avenue;;;;3;;;;;;;;;;;;;2;;1;2;;;;;;;;MOSSAAD, AYAD I
447;3031990039;50 Wyckoff Avenue;;;;3;;;;;;;;;;;;;2;;1;2;;;;;;;;50 Wyckoff Ave LLC
